,Paddy,Wheat,Coarse cereals,Gram,Arhar,Other pulses,Groundnut,Rapeseed and mustard,Other oil seeds,kapas,"jute, hemp and mesta",Sugarcane,Coconut,Tobacco,Tea,Coffee,Rubber,Fruits,Vegetables,Other food crops,Milk,Wool,Egg and poultry,Other livestock products,Industry Wood,Firewood,Other forestry products,Inland Fish,Marine Fish,Coal and Lignite,Natural Gas,Crude petroleum,Iron ore,Manganese ore,Bauxite,Copper ore,Other Metallic minerals,Limestone,Mica,Other non metallic minerals,Processed poultry meat & poultry meat products,Processed other meat & meat products,Processed fish & fish products,Processed fruits & Processed Vegetables,Dairy products,Edible Oils and Fats,"Grain Mill products, starch and starch products",Sugar,Bread & Bakery products,Miscellaneous food products,Alcoholic beverages,Non alcoholic beverages,Tea processed,Coffee processed,Tobacco Products,Cotton Yarn and Cotton Textiles,Synthetic yarn and synthetic textiles,Wool yarn and woolen textiles,Silk yarn and silk textiles,Carpet weaving,Ready made garments,Misc. textile products,Leather footwear,Leather and leather products except footwear,Wood and wood products except furniture,"Paper, Paper products and newsprint","Publishing, printing and allied activities",Furniture & Fixtures,Rubber products,Plastic products,Petroleum products,Coal tar products,Inorganic chemicals,Organic chemicals,Fertilizers,Pesticides,"Paints, varnishes and lacquers",Drugs and medicine,"Soaps, cosmetics and glycerin","Synthetic fibres, resin",Other chemicals and chemical products,Cement,Non metallic mineral products,Iron and steel Ferro alloys,Iron and steel casting and forging,Iron and steel foundries,Non ferrous basic metals (including alloys),"Hand tools, hardware",Miscellaneous metal products,Tractors and other agricultural implements,Industrial machinery for food and textile industry,Industrial machinery (except food and textile),Machine tools,Other non electrical machinery,Electrical industrial machinery,"Electrical cables, wires",Batteries,Electrical appliances,Communication equipment,Other electrical machinery,Electronic equipment including T.V,"Medical precision, optical instrument",Watches and clocks,Ships and boats,Rail equipment,Motor vehicles,Motor cycles and scooters,"Bicycles, cycle-rickshaw",Aircrafts & Spacecrafts,Other transport equipment,Gems & jewellery,Miscellaneous manufacturing,Construction and construction services,Electricity,Gas,Water Supply,Trade,Repair & Maintenance of Motor Vehicle,Hotels & Restaurant,Railway Transport,Land transport,Air transport,Water Transport,Supportive and Auxiliary transport activities,Storage and warehousing,Communication services,Financial services,Insurance services,Ownership of dwellings,Real estate services,Renting of machinery & equipment,Research & Development Services,Legal services,Other Business services,Computer related services,Public administration and defence,Education services,Human health and social care services,"Community, social and personal services","Recreation, entertainment and radio & TV broadcasting and other services"
Pesticides,0.0036253757823665666,0.004046801239139479,0.004425485835249352,0.005038818596108936,0.0050657754574584615,0.004840922037300188,0.0047405008739920896,0.005161035715068734,0.005057655989154185,0.0052294028395168685,0.005229309904366274,0.004707340972263883,0.004973831392609402,0.005093452079573829,0.005230483453096739,0.005193028899183764,0.005230529941117654,0.002775563720057162,0.002721167073184829,0.0033137614007328563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.179085094217486e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.247939588323657e-05,1.452150781476135e-05,5.701129262142309e-05,5.392054185996835e-05,5.150330215402657e-05,5.089984757806299e-05,1.1353060228939749e-07,3.7677227883467236e-05,6.505493380543884e-06,5.25372883403996e-06,6.445638558669276e-06,5.686233224855919e-06,7.449714427613608e-05,0.00010064970770220827,6.757487295923884e-06,7.391565730730188e-06,8.393768466290626e-06,0.0,0.0015109679434179139,0.0,0.0,0.0,0.0,0.00020820897914336026,3.848395219193596e-05,5.9964877714481516e-05,0.0007737724945436653,0.00011725501977631614,2.5186995633731914e-08,2.9685657444565647e-07,0.00012973053115386042,0.00011387351209150783,0.0,4.4454890716948256e-07,0.011913432583426515,0.004309645013670011,0.012391175817981607,0.012237148340206606,0.010516342965419232,0.0011241776436914013,0.010156551898397372,0.008908111656051796,0.00633268166158184,3.0864356298129104e-05,2.989454698550862e-05,5.926938627538335e-06,5.632365870902555e-06,5.704236438659994e-06,1.993995350390752e-05,3.640381392336703e-05,1.5540498538696287e-05,4.819602977718227e-07,3.9340574328956286e-07,7.391310308074279e-07,1.1603977070053722e-05,2.3837289172785078e-05,1.8226706315805842e-05,0.00012852688687749604,0.00016595625624254157,0.00010925920770865748,3.002695826486787e-08,9.3737735541091e-05,2.9419482506999423e-06,3.271212567060151e-05,2.5135285520077432e-05,7.897765745299378e-05,8.288700307413267e-05,4.5616704300447713e-05,7.291161825192251e-05,8.266843998575185e-05,7.563623420537462e-05,8.261323300040214e-05,1.8735649338631383e-06,0.0010040551281601242,7.588301384132798e-06,1.674917518560509e-05,6.288591285593023e-08,0.0031297248011512998,0.03473433326915952,0.035024160912198773,0.0,0.0,0.0,0.0,1.4195673158821191e-05,0.0,0.14668445333778,0.0,0.0,0.0,0.0,0.0,0.0001375893397638397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4767997067451684e-07,1.32797274999917e-05
"Paints, varnishes and lacquers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166013278103415e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005702840593831622,0.0025218062491170626,9.20951650038373e-05,8.710241377379503e-05,8.319764194111985e-05,0.00010395176654359376,1.195940719097975e-05,6.0863214273293224e-05,5.0386849086131214e-05,0.0002872038429275178,0.0003523615745405871,0.0002537681080873464,0.0012105785944872113,0.0016124607147761567,0.00036940930551050563,0.00040407225994658363,0.0,0.010310284648380894,0.016665887686498466,0.015043548349231937,0.015172370248768784,0.014901886611092076,0.005746374059877702,0.011875566491500978,0.013090041452714219,0.020396624834025785,0.0034343671505862048,0.012085755100420556,0.07526278190735819,0.007313096654892512,0.05577353814871885,0.048956314402442934,0.0,0.00015344346445799972,0.031107958709943758,0.011254552235546177,0.032355425945807384,0.03195323452152491,0.027459924791363288,0.0009705705312911195,0.026453176211079628,0.02766526329631265,0.0165356876175016,0.0054192665600131685,0.005248984208205555,0.0020457816496053153,0.001946581497914509,0.00196897987942034,0.0003398086340352065,0.007934876241175495,0.0069630964695682985,0.0014236949826291786,0.0014196951245109973,0.0011314248254084703,0.0029385746395235,0.0051232319365332,0.0039301739117987115,0.00775024588590933,0.008315015353230615,0.006610921273815944,0.001333138296172495,0.00541120267734836,0.0006305578282653472,0.006589876087928155,0.0006962402996173429,0.013731659471569785,0.014411368196256921,0.007931269043296961,0.012676971508712939,0.014373367146346237,0.01315069407367859,0.014365640516211179,0.0014702465976514662,0.0070164595287306826,5.2328918524623316e-05,0.0002090115971500629,1.0218960839088663e-06,1.1081152579442288e-05,0.001212348460320313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022859725879510575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drugs and medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014997572060693026,0.046073649452741325,0.030076372628400114,0.024105979314179276,0.0,0.0,0.0,0.0023551384605911964,0.0023991971314174603,7.60331185033682e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006847739298715711,0.00037081501158427177,0.009389321346343602,0.008880298470937865,0.008482197685520837,0.008240255442198417,0.00023787821008423765,0.0062051496075771805,0.0020991343407666487,0.001581372379046028,0.0019401372061594521,0.0017285637193212191,0.0017817233672709214,0.002629384218840584,0.002034003676073089,0.0022248612849497867,5.875637926403438e-05,0.0014813257490027063,0.002650737649683424,0.002161375392248159,0.0021798838237151157,0.0021410222024467497,0.0009061720859233668,0.0017445652144196515,0.0004563097188472407,0.0007110121214717094,6.546988346849308e-05,0.00014119823092042418,0.00011501313030113675,0.00026956917356420066,0.0008022112436657082,0.0007041566155862627,0.0,6.668233607542239e-07,0.006490044799646654,0.002350066750552052,0.006750303543151363,0.006666394457828045,0.005728956494786276,0.10230668957243733,0.009012272185759002,0.005485688356326811,0.003449835922414398,0.000650723511952222,0.0006302766989444734,8.890407941307502e-06,8.448548806353831e-06,8.556354657989992e-06,1.3575840857412768e-05,6.450413773067409e-06,0.00021253655280307842,2.1262954313462768e-08,1.096466987599762e-07,3.2608721947386524e-08,5.119401648553112e-07,7.413867247489114e-06,1.821173985538392e-06,2.203774060797268e-05,3.016195587121932e-05,2.349189345224256e-05,5.219863974702377e-05,2.1603800053109523e-05,1.7269249441973506e-06,0.0026464968792092006,0.025596093821805666,3.484308417043843e-06,3.656779547388206e-06,2.0125016603138696e-06,3.216689040525993e-06,3.6471370581949346e-06,3.3368926855312335e-06,4.653329929505983e-06,0.0006950057934956727,0.003971706708654005,1.843241562391446e-05,2.6414752603557947e-05,1.5040214158043315e-06,9.311100583699108e-06,0.0006324072257518271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014614484617237985,0.0,0.0,0.0,0.0,0.0029641504649888352,0.0,0.07377309724177905,0.0010766178215949331,0.0011719359518742676
"Soaps, cosmetics and glycerin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.604200539679824e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009419024806138606,0.00047494046024441054,0.002113803311040456,0.0019992077828080573,0.0019095839721723696,0.0019401089281734993,0.00043411051446284226,0.0013969556799870158,7.109375647096765e-05,0.0013764769545184694,0.0016887573023713503,0.0011877966870509644,0.006102557735286814,0.008174120372620712,0.0017704616715320575,0.0019365902214513093,0.004717297878055332,0.00045480240230061364,0.0017870700253895724,0.000663593893058088,0.0006692764237908827,0.0006573449774347732,0.00025231059783155103,0.0006687571197942391,0.002072635710908551,0.003229536985479933,0.0011028110102769793,0.0004660394507233959,6.724927834206421e-06,0.0013488784053613553,0.0004712660111303501,0.00041366296229159984,0.0,2.0819707152437435e-05,0.0096661651313643,0.0035047348970557264,0.010053790189319968,0.009928817388700611,0.00853261282757572,0.001558460493532543,0.008262799857430477,0.007422045121009368,0.005138128430790737,0.0008950663326457441,0.0008669418625797499,0.000277578292389712,0.0002638289035024192,0.0002671496740815884,2.1258386290233425e-05,0.0017731417147167669,0.0017945618489894073,2.550581467163899e-05,2.4302722439978146e-05,1.939159172406208e-05,2.6455595995401902e-05,3.955683423323682e-05,2.9082043896833377e-05,0.0002074656574085059,0.00028002595646200773,0.00017071902435616864,1.1809574622994717e-05,0.00015516693300586206,2.535894661315616e-06,0.00023494314360011763,1.04664529585489e-06,6.271755150678917e-05,6.582203185298772e-05,3.622502988564965e-05,5.7900402729467875e-05,6.564846704750883e-05,6.00640683395622e-05,6.597347113113683e-05,0.0002556500005814853,0.0011953514476090153,0.0014207349010721417,0.0003378873519904623,5.151404361448285e-06,5.6496238539242947e-05,0.0004914491421567072,0.000260456204092958,9.596583616232621e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012251724016686737,0.0,0.0,0.0,0.0,5.452815424924274e-06,0.0,0.0,1.1191999266862921e-07,3.319931874997925e-06
"Synthetic fibres, resin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0596950314058286e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003762196689808236,0.00016553202704721237,0.0,0.0,0.0,5.113482082357186e-07,3.7843534096465824e-08,0.0,1.270097596603056e-06,0.0,0.0,2.2465910807141003e-07,2.4832381425378694e-05,3.302382028969543e-05,0.0,0.0,0.0,0.079728791888213,0.09853571960343364,0.11633082659696845,0.11732699835837858,0.115235365159786,0.05009293074576337,0.08786517649096601,0.001852727412668917,0.0028868805413971815,0.00015713563841494822,6.806591001455471e-05,2.2055595024399027e-05,0.004019105567885769,0.009475623897952376,0.008317414281132786,0.0,5.186403916977296e-07,0.0013316649701194136,0.0004817473581748088,0.0013850663660406534,0.001367849414070475,0.001175500464936751,2.3575145786214027e-05,0.0011315148486960543,0.03505699588506835,0.0007078573095194916,0.00035751212711999545,0.0003462785025821415,6.914761732128058e-06,6.648485541302264e-06,6.65705507456786e-06,5.353035373052547e-07,0.000302560547181115,0.00019109112169522159,4.411150034434585e-05,4.183049107114891e-05,3.4775843260139916e-05,8.265881907810328e-05,0.00014298344980082182,0.00010857158885680631,0.0007331683315219108,0.0009619544321370457,0.0005902533368023889,7.943673902837523e-05,0.0005495570093102162,2.2702672502202005e-05,0.00023347266417068482,1.8839615325388018e-05,0.00036701381992861813,0.0003851807789915577,0.00021198350821972762,0.0003388245789354046,0.00038416510346319976,0.00035148602954262326,0.00038405175532875993,0.0001030370490599368,0.008148062120684703,7.54903057241467e-05,0.0003370020466042222,2.0961970951976746e-08,0.006725398658099785,0.001190923375275134,0.0,0.0,0.0,0.0,0.0,0.00026971779001760265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003036520478157807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5221119002933574e-05,0.0004515107349997178
Other chemicals and chemical products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041048164890478367,0.00041816072007276,0.0034841769558552256,9.278505157675323e-05,0.0007231033050525176,0.0026991754167408196,0.0012232883520012232,0.0012235689978205178,0.0011412268188302425,0.001166308269854576,0.0,0.0163398427455916,0.0073832896414732525,0.0030281767350071264,0.002864010319562165,0.0027356177028734882,0.0028435284384157643,0.0008230298697235129,0.002001240450271856,0.0006847927552320366,0.00392453543902785,0.004814892003325949,0.0034687952866760624,0.010758629252545318,0.01439139932806983,0.005047843010055141,0.0055214996008554505,0.0029462127316680097,0.009321303952812105,0.013902144728806238,0.013600544647817887,0.01371700972344993,0.013472471353557027,0.0050445829939255475,0.01057021783371862,0.008796331929585363,0.01370625776331006,0.013817765298921932,0.023799847758212936,0.0036662787666748024,0.01024360031564551,0.02046300561812627,0.01796180357051559,6.263585601176626e-05,0.0003861416322708273,0.018939226190256155,0.006912175363080867,0.019696884083037828,0.01945204360785595,0.016716669298384126,0.008654907511608793,0.016379689314133083,0.018142433673181094,0.010112030212331067,0.015527343247650451,0.015039448345959628,0.004000683573588376,0.0038043002900596265,0.003850426564336188,0.0057402961082462,0.0014181617499249089,0.002442760837034472,0.0013348561371083515,0.0012771150204498557,0.0010050441528447077,0.0010919657099201618,0.0013466693956469748,0.001037161544886743,0.0009822577489130907,0.0011496694494159548,0.0008271256075176486,0.00036294875333325416,0.000700491428948739,0.00022842705672136812,0.0009662936346450319,0.0005529604830221435,0.0012322837434945058,0.0012932810332596288,0.0007117547538643386,0.0011376356906660262,0.0012898708062482752,0.0011801477131162129,0.0012896417816167,0.000714978050024147,0.004822112625602017,9.577747453297363e-05,0.0004358563554772734,9.081773914943925e-06,0.00014427807279282238,0.0007789191126434358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004892526836269418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2383998533725842e-07,6.63986374999585e-06
Cement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3450613037731344e-06,7.732087631396102e-06,7.5719286104079e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.1260417089575467,0.05547182939379878,0.0004078500164455652,0.00038573926099823514,0.0003684467000249593,0.00036477327644625324,0.00018234545477371024,0.0002695370917817271,0.00019432122522901947,0.0003012137864849577,0.00036954994403037183,0.00029148948657694884,0.00018624286069034022,0.0002589691872096653,0.0003874292716329693,0.00042378310189519747,0.0008477706150953532,3.539735678283078e-05,0.00015173044696540448,5.16476379031059e-05,5.208991034221493e-05,5.116128362110264e-05,1.7207749769675002e-05,5.370009765461783e-05,5.497707455990852e-06,8.566411102068788e-06,2.8707037342809785e-05,0.0002479026919792159,7.339134624470309e-05,0.0007266966866015712,0.00017473908277866913,0.00015338064893958197,5.219654667647188e-06,2.7918208995528064e-05,0.0008521470545358351,0.0003124043008646503,0.0008861668391682986,0.0008751514161664829,0.0007520863671187372,1.8672028860591173e-05,0.0007242415188673282,0.0006521944090400481,0.0004566932583741744,0.11977427867427301,0.11601077200176378,0.0002765904692851223,0.0002635054424580006,0.00026621576288272144,5.42851207036498e-05,0.00035711077432007497,0.0004213453976160182,0.00035907414665656333,0.0003428001415134455,0.0002696073505597318,0.0002714472456134737,0.0003124216143439829,0.00024365060846656857,7.577469418170026e-05,7.362311726894818e-05,6.725226914701992e-05,1.0608496292400003e-05,4.965982284107486e-05,6.7324973130493585e-06,0.0008746598957834112,2.6181930815932323e-05,0.00017537685699120677,0.00018405790388520638,0.00010129591690246477,0.00016190668170647498,0.00018357256526247838,0.0001679569318384054,0.0001837614192353171,0.00021902066086480006,0.0027467334305469803,0.05332784693317373,0.025513469499477054,1.5721478213982558e-07,1.882250780333806e-06,0.0003325018165613906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010187469509591394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Non metallic mineral products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001315925653791317,0.00020275252011216446,0.00019855279467291827,0.0,0.0,0.0,0.0,0.0,0.0,0.0757500710486785,0.03340909570423282,0.0021269597631838615,0.0020116509847757425,0.0019214693495925297,0.00269957548555679,0.0005838056895048765,0.0014056504248832005,0.0004464817060436969,0.0007547857091570742,0.0009260234062621527,0.0007243908010807262,0.04625651850012416,0.06157400199186585,0.0009708256748477313,0.0010619216099815704,0.0,0.0002038029632950863,0.0006692262624283647,0.00029736518792697336,0.0002999116050006314,0.0002945649663033182,0.00011780517429992847,0.00028172548487285376,5.497707455990852e-06,8.566411102068788e-06,0.0008955375510905806,2.122975677408612e-05,0.0001899660702751312,0.0025114834140787592,0.002599905746797774,0.002282118140282871,0.00013687094461830405,0.0002081601284536055,0.0032978899447850024,0.0013567903052522808,0.0034261442646537953,0.003383555864058906,0.002907755378938073,0.0012004518278339981,0.002838700561250075,0.0025501489706486052,0.0018507656671544487,0.07198339497631161,0.06972155720695247,0.0002677000613438148,0.00025692978066267944,0.00025771053224443984,0.00010471575992465722,0.0036874832369053314,0.0019441407759826534,0.0013891695008220642,0.0013242130298425257,0.0010538218416348683,0.0013746679508955335,0.0018788815678629658,0.0014541440386124792,0.010609924457986405,0.014353712129173813,0.008450567071799262,0.003462811536139376,0.008451871471226767,0.0002983042723396715,0.0030600727099237596,0.0044651073202636605,0.0029279805064558427,0.0030729137463218893,0.001691172228550422,0.0027030910237220095,0.0030648108412364766,0.00280410215340808,0.0030641218729482314,0.0009748631362309458,0.00283850158584593,0.024454701625554073,0.01215501110333611,0.00013845083105694573,4.001779207452658e-05,0.0004369024907079375,0.0,1.1995729520290776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004962063926794352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2383998533725842e-07,6.63986374999585e-06
Iron and steel Ferro alloys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001710581516517126,0.0007535587204358225,0.0,0.0,0.0,3.8815570441596256e-07,0.0,0.0,8.240607169732754e-06,2.101491533615984e-05,2.5782554234677106e-05,1.9367007077998638e-05,0.0,0.0,2.7029949183695535e-05,2.956626292292075e-05,0.0,0.0,2.0502512412077133e-05,0.0,0.0,0.0,0.0,2.8252135975408684e-06,0.0,0.0,0.0008059569875891814,3.158240881616855e-05,7.64261054468761e-05,0.029218534405792338,0.001201993084568421,0.0010550729487662153,0.0,0.026342634592142027,0.00016165485209409798,5.847676682994668e-05,0.00016813740960891515,0.0001660473915588039,0.00014269756887789415,5.6226582197155916e-05,0.00013920346722496587,0.00012087527772642855,8.592894702624675e-05,0.0016255227650347995,0.0015744461412367872,0.3512126022520391,0.33384429039811725,0.33801831855329517,0.007665791158370021,0.05955755832234352,0.05947188425524817,0.047359834336675795,0.04519824706632555,0.035597355947052656,0.03692629010799205,0.04328593273226313,0.03388420930532686,0.012286149222903503,0.011458202641037613,0.010787743563070792,0.0003446081749747615,0.007863934195663927,0.0011724135058805072,0.013369846658502937,0.006090018217671043,0.030996407678022028,0.03253071085356548,0.017903214770152186,0.028615665704519233,0.03244493126970214,0.02968499733048585,0.03242479731749941,0.0017833643145027886,0.0748270709549247,4.933253543986163e-05,0.00028642634324607463,0.0,3.192046398781924e-05,0.0023989240467939487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784344545503142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iron and steel casting and forging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002146254945742033,0.0,0.0,0.0,0.0,0.0,0.0,0.006292882952377086,0.002768791099890423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.363235876186482e-05,7.238785894084295e-05,7.825399682288773e-05,7.892410657911353e-05,7.751709639561005e-05,2.732103156144574e-05,5.970663148837533e-05,0.0,0.0,0.0005081424251054827,0.0008876847627315649,0.0006271657732891332,0.01832793774595147,0.006563305851641224,0.005761070132139753,0.0,0.0036375214329142907,4.902647153673463e-05,1.7734757153344484e-05,5.0992493078113606e-05,5.0358635144883154e-05,4.3277131544935114e-05,9.365030591049098e-05,4.4821306544629094e-05,5.957139352796452e-05,2.6060418360419097e-05,0.005979969032762514,0.0057920684784422945,0.04849717531983243,0.04620862169919369,0.04667823909378226,0.0029449390400643717,0.13340638746179279,0.12810919034623505,0.06622896254742576,0.06319654246568733,0.04983729093536981,0.05334952645791451,0.0641194397428211,0.05009932402303531,0.03426995404503107,0.03781232059692636,0.02894190054446173,0.002096910180364794,0.02353342313281074,0.002718379900116276,0.02386462439614302,0.013562350751589864,0.055289005961651705,0.058025777857956054,0.031934376345860487,0.05104242169506646,0.057872770839437225,0.05294981313400961,0.05783627578506039,0.0022857438017277556,0.026207145172876825,0.04443277316940801,0.028534660521311612,0.06294607030624212,0.03451786799401237,0.001898570383696754,0.0,0.0,0.0,0.0,0.0,1.4195673158821191e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008239155295440281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043950981120970687,0.013037372473116851
Iron and steel foundries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1093069606961625e-06,1.2886812718993503e-05,0.0002621543415765105,0.0,0.0,0.0,0.0,0.0,0.0,0.009099644079953445,0.004006706876416365,1.9734678215107994e-05,1.8664802951527506e-05,1.7828066130239965e-05,1.8711706678823204e-05,0.0,1.3042117344277119e-05,3.556273270488557e-05,0.0,0.0,6.310592379613208e-06,0.0,5.463162114653043e-07,0.0,0.0,0.0,1.0726471752372963e-06,1.1574653883339547e-05,1.5650799364577545e-06,1.5784821315822704e-06,1.550341927912201e-06,2.674379889978239e-05,3.576246728093327e-06,0.0,0.0,0.0033008796437469998,4.55511235180007e-05,4.034546042986347e-05,0.020786824481107493,0.001593832239890285,0.001399017434267096,8.699424446078647e-06,0.002058657490820996,8.107156206982062e-05,3.5830745226512106e-05,8.406870480445758e-05,8.302369577940196e-05,7.134878443894708e-05,1.8800702843067259e-06,6.869986172052282e-05,6.0895888819695225e-05,4.9306885859743964e-05,0.00864716382285917,0.008375455580439999,0.027287625441186493,0.026083839932965088,0.026266465361649147,0.006757356014840048,0.11646706178178719,0.11182247995486409,0.08285476510745532,0.0790654123321988,0.06231998755015301,0.06589389969158874,0.0784493831088424,0.061334947573150105,0.035878539207029055,0.03854092700277959,0.030505971309580583,0.007772843521624235,0.025235100091207344,0.0033639663017906267,0.027186754435336132,0.018661756717980708,0.06327852516193323,0.0664107733601172,0.03654904265296019,0.05841828966499256,0.0662356561138782,0.06060130806193273,0.06619200061458336,0.0014734391002563202,0.02183880129793323,0.035278577805312225,0.049988617712537424,0.08915362136175325,0.019015544797158827,0.001999425314681152,0.0,0.0,0.0,0.0,0.0,1.4195673158821191e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009124312214860538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005077810067375708,0.015062530916865586
